Occurrences,Gloss,readability (rounded average),lemma,pos
1,rhubarb,5,راوند,noun
1,rebec;rabab_(lute-like_instrument_played_with_a_bow),5,رباب,noun
1,usurious;interest,4,ربوي,adj
1,guard,5,ربيئة,noun
1,mending;darning,5,رتو,noun
1,live_in_ease_or_opulence,5,رخا,verb
1,frock_coat,5,ردنجوت,noun
1,rice_merchant,5,رزاز,noun
1,fatigue,5,رزوح,noun
1,messenger;runner,5,رسيل,noun
1,rope;well_rope,5,رشاء,noun
1,belts,5,رشرش,noun
1,sign_of_the_cross;unction,5,رشم,noun
1,typesetter;compositor,5,رصاف,noun
1,electric_ray,5,رعاد,noun
1,bleed,4,رعف,verb
1,trachea;windpipe,5,رغامى,noun
1,foamy;frothy,4,رغوي,adj
1,repair;mend,5,رفأ,verb
1,steamboat;propeller,5,رفاس,noun
1,eye_bandages,5,رفروف,noun
1,legal_case,5,رفيعة,noun
1,shallow,5,رقارق,noun
1,stupidity;folly,5,رقاعة,noun
1,donation,5,رقبى,noun
1,variegate;make_multicolored,5,رقش,verb
1,typewriting,5,رقن,noun
1,anticipation;expectation,5,رقوب,noun
1,gallop,3,ركضة,noun
1,swift;fast-running,5,ركوض,adj
1,log_raft,5,رمث,noun
1,fright;terror,5,رهبوت,noun
1,fear,5,رهبى,noun
1,flaccid;flabby,4,رهل,adj
1,drizzle,5,رهمة,noun
1,artifice;trick,5,رواغ,noun
1,romantic,5,رومانطيقي,adj
1,romantic,4,رومنتيكي,adj
1,ricin,5,ريسين,noun
1,tape_recorder,4,ريكوردر,noun
1,clamor;be_vociferous,5,زأط,verb
1,clientele,5,زبانة,noun
1,slide;roll,3,زحلق,verb
1,sliding;skating;skiing,3,زحلقة,noun
1,groaning;moaning,5,زحير,noun
1,brackish;unpotable;non-potable,5,زعاق,noun
1,deceive;cheat,5,زعبر,verb
1,uneasiness;unrest,4,زعج,noun
1,convulsing;shaking,5,زعزعان,adj
1,mob;riffraff,5,زعنفة,noun
1,nudge;poke,5,زغد,verb
1,pouring_out;counterfeiting;adulteration,5,زغل,noun
1,infant;squab,5,زغلول,noun
1,flair;intuition,5,زكانة,noun
1,slide;glide,4,زلج,verb
1,tall_clay_jars,5,زلعة,noun
1,skid;slip,5,زلقة,noun
1,ornamental_tile,5,زليجي,noun
1,chain;double-entry,5,زنجير,noun
1,constrict;hobble,4,زنق,verb
1,alley;street,5,زنقة,noun
1,virago;termagant,5,زنمردة,noun
1,be_on_the_verge_of,5,زهف,verb
1,malodorous,5,زهم,adj
1,offensive_odor,5,زهمة,noun
1,provisions,5,زواد,noun
1,hyssop_(mint-like_aromatic_herb),5,زوفاء,noun
1,race_horses,5,سابحة,noun
1,castanets,5,ساجة,noun
1,composer_of_rhymed_prose,5,ساجع,noun
1,conspicuous;visible,5,سارب,adj
1,reptiles,5,ساربة,noun
1,fornicate,5,سافح,verb
1,be_opposite,5,سامت,verb
1,sleepless,5,ساهد,adj
1,accompany,5,ساوق,verb
1,rest;keep_the_Sabbath,5,سبت,verb
1,curtain;veil,5,سجاف,noun
1,sausage,1,سجق,noun
1,flow;pour_forth,5,سجم,verb
1,flowing;tearful,5,سحاح,adj
1,silly_things;stupidities,4,سخائف,noun
1,generosity;munificence,4,سخاوة,noun
1,darkness;twilight,5,سدفة,noun
1,palace;asylum,4,سراية,noun
1,meningitis,5,سرسام,noun
1,swallow;gulp,5,سرط,verb
1,dung;manure,5,سرقين,noun
1,saddler,5,سروجي,adj
1,peddler,5,سريح,noun
1,wild_thyme,5,سعتر,noun
1,sophistic,5,سفسطائي,adj
1,scorch;slap;lash,5,سفع,verb
1,black_stain,5,سفعة,noun
1,sponger,5,سفلاق,noun
1,sponge,2,سفنج,noun
1,medicinal_powder,5,سفوف,noun
1,scaffold,5,سقالة,noun
1,slap;clap,5,سقع,verb
1,skeet_(shooting_at_clay_targets),5,سكيت,noun
1,sword-bearer;squire,5,سلاحدار,noun
1,vicious_tongue,5,سلاقة,noun
1,red_lead;minium,5,سلاقون,noun
1,turtle-like;slow,4,سلحفائي,noun
1,apostle,5,سليح,noun
1,porphyry_(reddish-purple_rock),5,سماقي,adj
1,act_as_broker,4,سمسر,verb
1,be_lofty,5,سمق,verb
1,lay_cement,5,سمنت,verb
1,fishing_tackle,2,سنارة,noun
1,dulcimer,5,سنطور,noun
1,pod;capsule,5,سنف,noun
1,tinsmith,5,سنكري,noun
1,anchovy,5,سنمورة,noun
1,sophist,5,سوفسطائي,adj
1,insure;register,5,سوكر,verb
1,surreal;surrealistic,5,سيريالي,adj
1,shrub,5,سيسبان,noun
1,insurance,5,سيكورتاه,noun
1,magic;conjuring,5,سيمياء,noun
1,synod,5,سينودس,noun
1,gazelle_fawn,5,شادن,noun
1,shadoof,5,شادوف,noun
1,fountain,5,شاذروان,noun
1,broiled_mutton,1,شاورمة,noun
1,attack,5,شاول,verb
1,tear_to_shreds,5,شبرق,verb
1,urine,2,شخ,noun
1,rattle;rustle,3,شخشخة,noun
1,rattle,2,شخشيخة,noun
1,tassel;tuft,5,شرابة,noun
1,suction_rose;suction_basket,5,شراق,noun
1,unirrigated_land,5,شراقي,adj
1,entangle;complicate;mess_up,4,شربك,verb
1,ring;loop,5,شرج,noun
1,explanatory;illustrative,4,شرحي,adj
1,split;slash,5,شرم,verb
1,arterial,4,شرياني,adj
1,potable;drikable,5,شريب,adj
1,rinse;wash,1,شطف,verb
1,fasten;attach,5,شطن,verb
1,be_splintered;be_shattered,5,شظي,verb
1,ritualistic;ceremonial,4,شعائري,adj
1,sleight_of_hand;jugglery,5,شعبذة,noun
1,dusk;twilight,5,شفقي,adj
1,potsherds,5,شقافة,noun
1,be_of_fair_complexion;be_blond,4,شقر,verb
1,misfortune;distress,5,شقو,noun
1,bridle;muzzle,5,شكم,verb
1,complaining,4,شكو,noun
1,fennel,5,شمار,noun
1,chandler_(candle_maker/seller),5,شماع,noun
1,fennel,5,شمرة,noun
1,fragrance,5,شميم,noun
1,hatred,5,شناءة,noun
1,hideousness;repulsiveness,5,شنعة,noun
1,marking_gauge,5,شنكار,noun
1,nimble;quick,5,شهل,noun
1,grill;gridiron,1,شواية,noun
1,hemlock,5,شوكران,noun
1,small_Sheikh;small_chieftain,5,شويخ,noun
1,refreshment,5,شيرة,noun
1,stalagmites,5,صاعدة,noun
1,approach;be_adjacent,5,صاقب,verb
1,finger;toe,1,صباع,noun
1,juvenile,5,صبوي,adj
1,poured_out;spilled,5,صبيب,noun
1,migraine,3,صداعي,adj
1,plateau,5,صرد,noun
1,wild_thyme,5,صعتر,noun
1,microcephalic,5,صعل,noun
1,handcuffs;shackles,5,صفاد,noun
1,typesetter,5,صفاف,noun
1,of/from_Sfax,5,صفاقسي,noun
1,solidity;hardness;resistance,5,صلادة,noun
1,be_glossy;be_shining,5,صلت,verb
1,cordial;intimate,5,صميمي,adj
1,castanets,5,صناج,noun
1,centimeter,2,صنتمتر,noun
1,become_reddish,5,صهب,verb
1,redness;gingery,5,صهبة,noun
1,scorch;burn,5,صهد,verb
1,sister-in-law,5,صهرة,noun
1,paucity;scarcity,4,ضئالة,noun
1,blacken_(fire),5,ضبح,verb
1,money_mint,5,ضربخانة,noun
1,stain;smear,5,ضرج,verb
1,sturdiness,4,ضلاعة,noun
1,attachment;joint,5,ضمام,noun
1,menopause,5,ضهى,noun
1,lost;stray;loose,5,طائح,adj
1,ball;splint,4,طابة,noun
1,kiosk;booth;cabin,5,طارمة,noun
1,fresh;tender,2,طازه,noun
1,miller,3,طحان,noun
1,flour-like;farinaceous,4,طحيني,adj
1,tarboush_merchant,4,طرابيشي,adj
1,tambourine_player,5,طرار,noun
1,torpedo,5,طربيد,noun
1,crack,3,طرقع,verb
1,pauper,3,طفران,noun
1,ream_of_paper,5,طليحة,noun
1,currycomb,5,طمار,noun
1,uneducated;barbaric,5,طمطماني,adj
1,brick-maker,5,طواب,noun
1,lame;limping,5,ظالع,noun
1,from/of_Abu_Dhabi,5,ظبياني,adj
1,flint,5,ظر,noun
1,elegance;wittiness;courtesy,3,ظرافة,noun
1,depart;move_away,5,ظعن,verb
1,limping,5,ظلع,noun
1,thirst,5,ظماء,noun
1,compensating;replacing,4,عائض,noun
1,dark;indistinct,4,عاتم,adj
1,take_refuge;seek_protection,4,عاذ,verb
1,withered,5,عاسي,adj
1,masticatory;chewing,5,عالك,noun
1,that_year,5,عامذاك,adv
1,howl,5,عاوى,verb
1,care_about;be_concerned_about,5,عبا,verb
1,veneration;servitude,4,عبودة,noun
1,zebra,5,عتابي,adj
1,vintage;age,5,عتاقة,noun
1,dough-kneader,3,عجان,noun
1,knots;protuberances,5,عجرة,noun
1,bellowing;clamor,5,عجعجة,noun
1,from/of_Ajloun,5,عجلوني,noun
1,posterior;buttocks;backside,5,عجيزة,noun
1,lens-related;lens-shaped;lenticular,5,عدسي,adj
1,violence;vehemence,5,عرام,noun
1,disturb;confuse,5,عربس,verb
1,limp,4,عرجة,noun
1,scabies;mange,5,عرر,noun
1,levity,5,عرص,noun
1,bony_outgrowth;exostosis,5,عرن,noun
1,distaff;corncob,5,عرناس,noun
1,thickets;lairs,5,عرينة,noun
1,household_effects;luggage,3,عزال,noun
1,ancestry,4,عزوة,noun
1,night_patrol;night_guard,5,عساس,noun
1,gold,5,عسجد,noun
1,despot;tyrant,5,عسوف,noun
1,palm_branch,5,عسيب,noun
1,press;wringer,1,عصارة,noun
1,chaff;straw,5,عصافة,noun
1,stick;baton;rod;staff,1,عصاية,noun
1,biting;mordacious,5,عضوض,adj
1,cloak,5,عطاف,noun
1,clamoring;yelling,5,عطعطة,noun
1,affection;benevolence,5,عطوفة,noun
1,dust,5,عفار,noun
1,mischievous;devilish,4,عفريتي,adj
1,stamping_out;obliterating,5,عفس,noun
1,incurable,5,عقام,noun
1,loop;ring;eyelet,5,عقفة,noun
1,lean,4,عكز,verb
1,fodder;forage,5,علوفة,noun
1,gigantic;huge;super,3,عملاقي,adj
1,heroism;courage,4,عنترة,noun
1,brazilwood;red_dye,5,عندم,noun
1,traditions,5,عنعنة,noun
1,amulets;incantations,5,عوذة,noun
1,eye;ocular,5,عياني,adj
1,proud;disdainful,5,عيوف,adj
1,final;finalism,5,غائي,adj
1,soap;lye,4,غاسول,noun
1,draft_of_a_ship;hull,5,غاطس,noun
1,gamma,5,غاما,noun
1,thinness,5,غثاثة,noun
1,be_nauseated;be_disgusted,5,غثى,verb
1,copious;abundant,5,غدق,adj
1,feeding;nourishment,5,غذو,noun
1,gargle;bubble,3,غرغر,verb
1,drowned,1,غرقان,noun
1,cranes,5,غرنوق,noun
1,despicable,5,غس,noun
1,wash_water;detergent,4,غسول,noun
1,come_to,5,غشا,verb
1,veil;covering,5,غشوة,noun
1,cartilaginous;gristly;cartilage,4,غضروفي,adj
1,lion-like;powerful,5,غضنفري,noun
1,freshness;succulence,5,غضوضة,noun
1,abundant;fresh;green,5,غضير,adj
1,cover,3,غطا,verb
1,diver,3,غطاس,noun
1,arrogant;conceited,5,غطريس,adj
1,negligent;inattentive;forgetful,5,غفول,adj
1,ominous;disastrous;false,5,غموس,adj
1,dandy;handsome_man,5,غندور,noun
1,become_gangrenous,5,غنغر,verb
1,ghettos,5,غيتو,noun
1,gardener;horticulturist,5,غيطاني,adj
1,pottery_house;ceramics_shop,5,فاخورة,noun
1,hatchet;ax;hoe,2,فاس,noun
1,dung_beetles,5,فاسياء,noun
1,fascist,5,فاشستي,adj
1,henna_blossom;perfume,5,فاغية,noun
1,fruit_vendor,3,فاكهاني,adj
1,escaped;at_large;debauched,5,فالت,adj
1,manufacture,4,فبرك,verb
1,artifact,4,فبركة,noun
1,conqueror,5,فتاح,noun
1,display_window,3,فترينة,noun
1,open,5,فجا,verb
1,obscene;lewd,5,فحاش,adj
1,coal-black;black,4,فحمي,adj
1,monstrous;obscene,5,فحيش,adj
1,perforate;pierce,5,فخت,verb
1,stupidity,5,فدامة,noun
1,liveliness;agility,5,فراهة,noun
1,compass;dividers,3,فرجار,noun
1,currycomb;brush,5,فرجن,noun
1,currycomb;brush,5,فرجون,noun
1,straddle;be_astride,3,فرشح,verb
1,shake,4,فرفر,verb
1,purple,5,فرفير,noun
1,calf,5,فرقد,noun
1,flail;thrash,5,فركل,verb
1,rubbed,3,فريك,noun
1,lowliness,5,فسولة,noun
1,take_large_steps;spread_apart,4,فشخ,verb
1,become_spacious,4,فضا,verb
1,spread_out;flatten,5,فطح,verb
1,suffocated,5,فطيس,adj
1,clever,4,فطين,adj
1,permeate,5,فغم,verb
1,gouging;piercing,4,فقء,noun
1,break_open;hatch,2,فقص,verb
1,licentious;womanizer,5,فلاتي,noun
1,split;cleave,5,فلع,verb
1,railroad_tie,5,فلنكة,noun
1,fluorine,5,فلور,noun
1,phenol,4,فنيك,noun
1,weakness;impotence,5,فهاهة,noun
1,shrewd;clever,4,فهلوي,adj
1,photography,4,فوتوغرافيا,noun
1,upper;super-,2,فوقاني,adj
1,garlic,5,فوم,noun
1,oral;vocal,5,فوهي,adj
1,turquoise,5,فيروزج,noun
1,physicist,4,فيزيائي,adj
1,water-wheel_bucket;scoop,5,قادوس,noun
1,omnivorous,5,قارت,adj
1,roadways;catastrophes;heavy_blows,4,قارعة,noun
1,be_blistering_hot,5,قاظ,verb
1,cackle;cluck,4,قاق,verb
1,ermine,5,قاقم,noun
1,hunter,4,قانص,noun
1,"qawirmah_(meat,_fat,_and_onions)",5,قاورمة,noun
1,capers_(flower_bud_or_plant),5,قبار,noun
1,handles,5,قباض,noun
1,take_a_pinch_(measure),5,قبص,verb
1,captain,5,قبودان,noun
1,slanderer;liar,5,قتات,noun
1,torrential,5,قحاف,adj
1,become_dry;wither,3,قحل,verb
1,dryness;aridity,4,قحول,noun
1,be_tasty,5,قدي,verb
1,jerky,5,قديد,noun
1,malign;vilify,5,قذع,verb
1,slanderous;defamatory,5,قذفي,adj
1,stinging_nettle,5,قراص,noun
1,clothes_moth,5,قراضة,noun
1,candle,5,قراط,noun
1,blanket;curtain,5,قرام,noun
1,dogwood,5,قرانيا,noun
1,sacrificial;eucharistic;sacramental,5,قرباني,adj
1,plastering;tiling,5,قرمدة,noun
1,cauliflower,2,قرنبيط,noun
1,ill_humor,5,قريفة,noun
1,sericulture,5,قزازة,noun
1,cloud;tuft_of_hair,5,قزع,noun
1,"crack;munch_(nuts,_olives)",3,قزقز,verb
1,harshness;severity,4,قسو,noun
1,non-express;slow_train;gleaner,5,قشاش,noun
1,be_distant,5,قصا,verb
1,remoteness;distance,5,قصاء,noun
1,reed_pipe,5,قصابة,noun
1,in_front_of;opposite,2,قصاد,noun
1,punitive,5,قصاصي,adj
1,oats,5,قصيبة,noun
1,colic;gripes,5,قضاع,noun
1,pellicle;red_cent,5,قطمير,noun
1,group;herd,4,قطيعي,adj
1,shivering;chattering,5,قفقفة,noun
1,beehive,5,قفير,noun
1,qafiz_(dry_measure_=_528_liters),5,قفيز,noun
1,stirring_machine,5,قلابة,noun
1,foot-and-mouth_(disease),5,قلاعي,adj
1,yellow_teeth,5,قلح,noun
1,bark;rind,5,قلف,noun
1,humbleness;unattractiveness,5,قماءة,noun
1,customs;import_tariff,5,قمرق,noun
1,customs;import_tariff,5,قمرقي,adj
1,take_with_the_fingertips,5,قمز,verb
1,bandage;swaddle,5,قمط,verb
1,lice_infestation,4,قمل,noun
1,stream;rivulet,5,قناية,noun
1,beaver,4,قندس,noun
1,multi-millionaire,5,قنطاري,noun
1,seashells,2,قوقع,noun
1,sea_depth,5,قومس,noun
1,sage_(bot.),5,قويسة,noun
1,pus,5,قيح,noun
1,glazed_tiles;porcelain,5,قيشاني,noun
1,cords;braids;laces,5,قيطان,noun
1,insurmountable,5,كؤود,adj
1,be_depressed,4,كئب,verb
1,charismatic,5,كارزمي,adj
1,vinegar;pickles,5,كامخ,noun
1,secondhand_goods,5,كانتو,noun
1,sweeper_(of_mines),5,كانسة,noun
1,sulfurization,5,كبرتة,noun
1,crab,4,كبوريا,noun
1,buttresses;piers,5,كبوش,noun
1,small_kebab_(grilled_meat_dish),4,كبيبة,noun
1,intercalated;interpolated;pickled,5,كبيس,noun
1,thickness;density,5,كثاثة,noun
1,scrape_off,3,كحت,verb
1,thoroughbred_horse,5,كحيلي,noun
1,gaining;earning,5,كدش,noun
1,bite;bruise,4,كدم,verb
1,hard-working;industrious;diligent,5,كدود,adj
1,begging,5,كدية,noun
1,muddy,5,كدير,adj
1,carbonize,5,كربن,verb
1,factories;laboratories,5,كرخانة,noun
1,piling_up;cramming_together,5,كردسة,noun
1,cherry_tree,3,كرزة,noun
1,disorder;confusion,3,كركبة,noun
1,rhinoceros,5,كركدن,noun
1,cherubim,5,كروبيم,noun
1,crocheting,4,كروشيه,noun
1,krone,5,كرونة,noun
1,adversity;misfortune,5,كريهة,noun
1,dryness;stinginess,5,كزازة,noun
1,coriander,1,كزبرة,noun
1,chestnut;chestnut_tree,4,كستناء,noun
1,sweep;clean,5,كسح,verb
1,couscous,3,كسكسي,adj
1,style;fashion;manner,5,كسم,noun
1,scouting;boy_scouts,4,كشافي,adj
1,scrapbook;album,2,كشكول,noun
1,knot;knob;node,5,كعبرة,noun
1,tripping_up;making_stumble,3,كعبلة,noun
1,muzzling;gagging;sealing,5,كعم,noun
1,mumps,5,كعيب,noun
1,restrain;prevent,5,كفت,verb
1,forceps;pincers;tongs,5,كلابة,noun
1,stockings,5,كلسة,noun
1,underpants,2,كلسون,noun
1,frowning;scowling,5,كلوح,noun
1,few_remarks;few_words,4,كليمات,noun
1,pulling_up;reining_in,5,كمح,noun
1,concealed;well-kept,5,كنين,adj
1,electron,5,كهيرب,noun
1,slanderer,5,كواء,noun
1,hairdresser,3,كوافير,noun
1,piles;heaps,5,كودة,noun
1,conductor;ticket_man,3,كومساري,noun
1,kibbutz,5,كيبوتس,noun
1,keila_(dry_measure),4,كيلة,noun
1,chemicals,5,كيميائياط,noun
1,non-religious;anti-religious;secular,4,لاديني,adj
1,extra-curricular,5,لامنهجي,adj
1,worried;regretful,4,لاهف,adj
1,stare;gaze;peep,5,لاوص,verb
1,felt_maker,5,لباد,noun
1,chewing_gum;frankincense,3,لبان,noun
1,stammerer;stutterer,5,لجلاج,noun
1,insult;abuse,5,لحا,verb
1,inner_bark,4,لحاء,noun
1,disorganize;disarrange,2,لخبط,verb
1,softness;pliability;flexibility,5,لدانة,noun
1,stung;bitten,5,لديغ,noun
1,rubber;eraser,5,لستك,noun
1,be_ablaze;burn_brightly,5,لظي,verb
1,spoonful,5,لعقة,noun
1,electuary,5,لعوق,noun
1,chins,5,لغدود,noun
1,mandrake,5,لفاح,noun
1,wrap_up;envelop,3,لفلف,verb
1,wrapping;enveloping,4,لفلفة,noun
1,quick_understanding;quick_grasp,5,لقانة,noun
1,annoyed,5,لقس,noun
1,chattering;gossip,5,لقلقة,noun
1,wickedness;depravity,5,لكاعة,noun
1,smack_the_lips,5,لمظ,verb
1,uvula,4,لهاء,noun
1,flame,4,لهاب,noun
1,slapping,5,لهط,noun
1,uvular,4,لهوي,adj
1,eager;desirous;worried,5,لهيف,adj
1,pederasty;homosexuality,5,لواط,noun
1,witty;quick-witted,5,لوذع,noun
1,lyre,5,لور,noun
1,logarithm,5,لوغاريتم,noun
1,liyya_(shark-like_fish),5,لياء,noun
1,lilac,4,ليلك,noun
1,hall,5,ليوان,noun
1,familiar;accustomed,5,مأنوس,noun
1,fraternization,4,مؤاخاة,noun
1,responsible;accountable,5,مؤاخذ,noun
1,primordial;beginning,5,مؤتنف,noun
1,pleasing;attractive,5,مؤنق,noun
1,long,5,ماتع,noun
1,eraser,4,ماحية,noun
1,merit;virtue;advantage,5,مازية,noun
1,shuttle,5,ماكوك,noun
1,mayonnaise,1,مايونيز,noun
1,alienating;sowing_dissent,4,مباعد,adj
1,afflicted;suffering,3,مبتلى,noun
1,severed;terminated,4,مبتوت,adj
1,avarice,5,مبخلة,noun
1,teletype,5,مبرق,noun
1,crooked;twisted,3,مبروم,noun
1,grated;shredded,2,مبشور,noun
1,mistreated,3,مبهدل,noun
1,of_common_origin,5,متآصل,noun
1,barbaric,5,متبربر,noun
1,neutral,4,متحايد,adj
1,machine_gun;mitrailleuse,5,متراليوز,noun
1,dusty,5,مترب,noun
1,low,5,متطامن,adj
1,differing;heterogeneous,4,متغاير,adj
1,syndrome,5,متلازمة,noun
1,indifferent;negligent,4,متهاون,adj
1,rendezvous;resort,5,مثاب,noun
1,tasks;assignments,5,مثالة,noun
1,proven;confirmed;established,4,مثبوت,noun
1,drain,5,مثعب,noun
1,cold-storage_plants,5,مثلجة,noun
1,saliva;spittle,5,مجاج,noun
1,having_smallpox;pock-marked,5,مجدور,noun
1,leprous,4,مجذوم,noun
1,galvanized,5,مجلفن,noun
1,loud-voiced;megaphones,5,مجهار,noun
1,poor;destitute,5,محاويج,noun
1,hook;crosier,5,محجن,noun
1,passionate;fervent,5,محرور,noun
1,cotton_gin,5,محلجة,noun
1,cauldron,5,محم,noun
1,furnace,5,محمى,noun
1,transferor;assignor,5,محيل,noun
1,bakery_goods,2,مخبوز,noun
1,scribbled;graffiti,4,مخربش,noun
1,province,5,مخلاف,noun
1,buttermilk,5,مخيض,noun
1,model;type,3,مديل,noun
1,oscillator,4,مذبذب,noun
1,winnows,5,مذرى,noun
1,diluting;mixing_with_water;watered_wine,5,مذق,noun
1,salvation,5,مراشد,noun
1,support,5,مرتفق,noun
1,lead_monoxide;litharge_(chem.),5,مرتك,noun
1,basket,5,مرجونة,noun
1,social;formal,5,مرسحي,adj
1,washtubs,5,مركن,noun
1,resonator,5,مرنان,noun
1,race_track,5,مرواس,noun
1,at_a_distance,5,مزجر,noun
1,scanty;trivial,5,مزجى,noun
1,throat;gullet,5,مزرد,noun
1,farmer,5,مزرعاني,adj
1,despicable;contemptible,5,مزرى,adj
1,run;gallop;tear_apart,5,مزع,verb
1,sundial,5,مزولة,noun
1,molten;cast_iron,5,مسبوك,adj
1,ripe,5,مستحصد,adj
1,reserved,5,مستحفظ,adj
1,submissive;obedient,5,مستخذي,noun
1,water_closet;toilet,5,مستراح,noun
1,desired_goal;desideratum,5,مستراد,noun
1,facile;easy,4,مستسهل,noun
1,rising;lofty,4,مستعلي,adj
1,borrower,3,مستعير,noun
1,distillate,5,مستقطر,noun
1,mastic,4,مستكة,noun
1,plantation;nursery,4,مستنبت,noun
1,discoverer;inventor,5,مستنبط,adj
1,summing;summoning,5,مستنيب,noun
1,spades;shovels,5,مسحاة,noun
1,passable;unobstructed,4,مسلوك,adj
1,poisonous;toxic,3,مسم,adj
1,vine_prop,5,مسمط,noun
1,tooth_brushes,2,مسواك,noun
1,insured;registered,5,مسوكر,adj
1,tenacious;avaricious,5,مسيك,adj
1,water_holes,5,مشرعة,noun
1,lofty;towering,5,مشمخر,adj
1,grills;gridirons,3,مشواة,noun
1,money;cash,3,مصاري,noun
1,lead_(metal),5,مصبوب,noun
1,rusty;oxidized,4,مصدأ,adj
1,suck;absorb,2,مصمص,verb
1,analogous;similar;corresponding,5,مضاهي,adj
1,barometer,5,مضغط,noun
1,disappearing;fading,4,مضمحل,adj
1,tolerable;bearable,4,مطاق,adj
1,extinguished,4,مطفأ,adj
